Title,Description,Published Date,Location,URL
People & Culture Wellbeing Specialist til BDO,"Du bliver en del af et super ambitiøst People & Culture -team, der hovedsageligt er placeret i Aarhus.",2024-04-08,København eller Aarhus C,https://www.jobindex.dk/vis-job/h1458304
Attraktivt job som sælger hos XL-BYG Hadsund,"Bliv en del af vores erfarne salgsteam, hvor du bliver en vigtig brik i vores fortsatte succes i Hadsund og omegn.",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458302
Produktionsmedarbejder,"Kunne du tænke dig at blive en del af et dynamisk produktionsteam, hvor sikkerhed, kvalitet og trivsel er nøgleord? Er du proaktiv, kreativ og forandringsvillig? Har du en fleksibel og engageret indstilling til dit arbejde? Vi søger en produktionsmedarbejder til at arbejde på fast daghold.",2024-04-08,Grindsted,https://www.jobindex.dk/vis-job/h1458298
Kundeservicemedarbejder,"Kan du håndtere kundehenvendelser, mens du yder sublim service?",2024-04-08,Taastrup,https://www.jobindex.dk/vis-job/h1458295
Engageret lagermedarbejder søges til XL-BYG Farsøs ekspeditionslager,Vi søger en dygtig og erfaren lagermedarbejder til at deltage i den daglige drift.,2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458291
"Product Data Coordinator til Data Governance, Salling Group","Er du systematisk, detaljeorienteret og omhyggelig, samtidig med at du kan få noget fra hånden? Og vil du være med til at give vores kunder en endnu bedre oplevelse, når de handler online?",2024-04-08,Brabrand,https://www.jobindex.dk/vis-job/h1458288
"Ambitiøs og passioneret matematiklærer, der ser en stor styrke i et stærkt fællesskab, søges i et barselsvikariat til indskolingen",Brænder du for at undervise på en skole med tydelige værdier? Har du erfaring med eller lyst til at undervise elever på 1.-5. årgang?,2024-04-08,Roskilde,https://www.jobindex.dk/vis-job/h1458285
Teknisk Produktspecialist,,2024-04-08,Hørsholm,https://www.jobindex.dk/vis-job/h1458275
Flair for tal? Bliv økonomiassistent,"Drømmer du om, at være en del af en spændende virksomhed, som er i konstant udvikling? Har du flair for fakturering og bogføring?",2024-04-08,Herning,https://www.jobindex.dk/vis-job/h1458274
Projektleder til at arbejde med den koncernfælles AML-strategi,,2024-04-08,København SV,https://www.jobindex.dk/vis-job/h1458272
Consumer Marketing Manager - Maternity Cover,"Are you passionate about shaping brand identities and driving consumer engagement? Do you have a keen eye for ensuring a strong ONE Brand ONE Voice communication? Now, you have the opportunity to join the team at hummel A/S as our new Consumer Marketing Manager.",2024-04-08,Aarhus C,https://www.jobindex.dk/vis-job/h1458268
Proceskonsulent til at arbejde med koncernfælles AML-strategi,,2024-04-08,København SV,https://www.jobindex.dk/vis-job/h1458265
Projektleder med teknisk erfaring,"Du har nu muligheden for et alsidigt job, hvor du bidrager til den grønne omstilling. Du gør en forskel for vores kunder ved at hjælpe dem i hele salgs- og implementeringsprocessen.",2024-04-08,"Vejen, Brøndby, Aalborg eller Aarhus N",https://www.jobindex.dk/vis-job/h1458262
Social Media Manager hos Julemærkefonden (barselsvikariat),Er du passioneret omkring sociale medier og ønsker at gøre en forskel?,2024-04-08,Roskilde,https://www.jobindex.dk/vis-job/h1458260
Servicemedarbejder til vedligeholdsafdelingen,"Til vores vedligeholdsafdeling, som bl.a. reparerer, vedligeholder alle forsyningsanlæg, søger vi en dygtig og serviceminded kollega.",2024-04-08,Holmegaard,https://www.jobindex.dk/vis-job/h1458258
Leder til AML sanktionsteam,,2024-04-08,København S,https://www.jobindex.dk/vis-job/h1458249
Kontorassistent,Vil du være en del af et uformelt team med dejlige kollegaer? Brænder du for varierede opgaver og en bred kontaktflade?,2024-04-08,Århus V,https://www.jobindex.dk/vis-job/h1458245
Kategorigruppechef,,2024-04-08,Ishøj,https://www.jobindex.dk/vis-job/h1458243
Cyber Security Specialist,"We’re a fast-growing scale-up, passionate about providing cutting-edge solutions to our retail clients, and we are now looking for a Cyber Security Analyst who will be at the forefront of safeguarding our systems, applications, and client data, ensuring that our operations remain secure and resilient.",2024-04-08,Albertslund,https://www.jobindex.dk/vis-job/h1458242
Sikringsteknikere til Indhentningsafdelingen i PET,Vi tilbyder en central rolle i et mindre team af låsesmede og sikringsteknikere i Operativt Teknisk Center (OTC). ,2024-04-08,Søborg,https://www.jobindex.dk/vis-job/h1458239
Teamkoordinator til Business Intelligence (BI) og analyser på KP,"Motiveres du af at lære fra dig og samarbejde med kollegaer om at finde de bedste løsninger? Er du god til at finde mønstre og sammenhænge i data? Så er du måske lige den kollega, vi leder efter i KP’s centrale BI-enhed. ",2024-04-08,Campus Carlsberg,https://www.jobindex.dk/vis-job/h1458238
Sporteknikere til kriminaltekniske undersøgelser i NSK,"Har du en særlig sans for detaljer, flair for at genkende mønstre og god teknisk forståelse? Og har du lyst til at prøve kræfter med noget helt nyt, hvor du får uddannelse og oplæring til at blive en af politiets højt specialiserede eksperter i spor fra gerningssteder i hele Danmark?",2024-04-08,Glostrup,https://www.jobindex.dk/vis-job/h1458235
"Souschef, 365discount, Hedehusene",Er du klar til udvikling på fast speed?,2024-04-08,Hedehusene,https://www.jobindex.dk/vis-job/h1458233
"Specialkonsulent til Center for Sundhed, Pleje og Rehabilitering",Vil du være med til at styrke Dragør Kommunes udvikling inden for det nære sundhedsvæsen og har du lyst til at være en del af en lille og dynamisk afdeling – så der denne stilling noget for dig.,2024-04-08,Dragør,https://www.jobindex.dk/vis-job/h1458232
PhD scholarships on “Live” Visualizations of Single Nanoparticle Catalysts at the Atomic-Scale - DTU Physics,Could you envision “seeing” chemical reactions being catalyzed at the atomic-scale? Two or more scholarships are now open for experimental research in nanoparticle catalysis using advanced operando electron microscopy at the Center for Visualizing Catalytic Processes (VISION).,2024-04-08,Kgs. Lyngby,https://www.jobindex.dk/vis-job/h1458229
Bliv fundraiser hos Psykiatrifonden!,"Vil du gøre en forskel for alle de danskere, som har en psykisk sygdom?",2024-04-08,København NV,https://www.jobindex.dk/vis-job/h1458228
"Souschef, 365discount (Sct Jørgens Park, Næstved)",Er du klar til udvikling på fast speed?,2024-04-08,Næstved,https://www.jobindex.dk/vis-job/h1458227
Operationel Delivery Manager med lønerfaring,Brænder du for kundetilfredshed og høj service?,2024-04-08,Taastrup,https://www.jobindex.dk/vis-job/h1458224
Butikschef København,"Vi søger en butikschef, der ønsker at gøre en forskel, og som af erfaring ved, at det kræver en dygtig leder at skabe gode resultater.",2024-04-08,København K,https://www.jobindex.dk/vis-job/h1458217
Service-/repairtekniker – Hovedstaden,TK Elevator er umådelig stolt over at kunne meddele at vi har vundet adskillige delaftaler indenfor SKI aftalen og derfor mangler vi DIG.,2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458211
Service-/repairtekniker – Sjælland,TK Elevator er umådelig stolt over at kunne meddele at vi har vundet adskillige delaftaler indenfor SKI aftalen og derfor mangler vi DIG.,2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458210
Butikschef Trainee – Roskilde,"Drømmer du om, en dag at blive butikschef med ansvar for din egen butik? Er du serviceminded til fingerspidserne og brænder for at sikre tilfredse kunder?",2024-04-08,Roskilde,https://www.jobindex.dk/vis-job/h1458209
Service-/repairtekniker – Sydsjælland,TK Elevator er umådelig stolt over at kunne meddele at vi har vundet adskillige delaftaler indenfor SKI aftalen ogderfor mangler vi DIG.,2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458208
Butikschef Trainee – Ishøj,"Drømmer du om, en dag at blive butikschef med ansvar for din egen butik? Er du serviceminded til fingerspidserne og brænder for at sikre tilfredse kunder?",2024-04-08,Ishøj,https://www.jobindex.dk/vis-job/h1458206
Dagplejer til Hillerød Kommunes Dagplejeordning,"Er du klar til at vinke farvel til bil-køen på vej til arbejde, at dagen begynder med et kram og et smil fra Emil og Signe, som lige er blevet afleveret, at sætte en vask over eller få ordnet andre opgaver i dit hjem, mens børnene sover?",2024-04-08,Skævinge,https://www.jobindex.dk/vis-job/h1458205
Økonomimedarbejder/Controller,"Bliv en nøgleperson i økonomiafdelingen hos ROLLTECH, og grib muligheden for at være med til at sætte rammen for deres digitaliseringsproces.",2024-04-08,Hjørring,https://www.jobindex.dk/vis-job/h1458197
Finanselev til Hillerød,Vi søger finanselev – med opstart 12. august 2024,2024-04-08,Hillerød,https://www.jobindex.dk/vis-job/h1458196
"Art Director, Graphic team","Are you passionate about fashion and trends? Do you possess a creative instinct, exceptional graphic design skills, and the ability to produce impactful visual content across all touchpoints?",2024-04-08,Skanderborg,https://www.jobindex.dk/vis-job/h1458193
Svensktalende kundeservicemedarbejder,"På vegne af Alcon, søger Academic Work en kundeservicemedarbejder til deres nordiske team. Dette er en midlertidig stilling på 6 måneder, men med mulighed for forlængelse alt afhængig af, hvordan organisationen udvikler sig.",2024-04-08,København S,https://www.jobindex.dk/vis-job/h1458187
Projektorienteret Forretningsudvikler til Formuepleje,,2024-04-08,Glostrup,https://www.jobindex.dk/vis-job/h1458184
"To koordinerende sagsbehandlere til Team Ydelse, Job og Ressourcer","Jeg sætter stor pris på, at der er en høj grad af medarbejderinvolvering i det daglige arbejde med og omkring borgerne. Man kan som en del af teamet få mulighed for at medvirke i forskellige arbejdsgrupper, og dermed sætte sit præg på de arbejdsgange, processer og tilbud som benyttes i arbejdet med borgerne.",2024-04-08,Thisted,https://www.jobindex.dk/vis-job/h1458182
Servicechef,"Erfaren leder med salgsgen søges til afdeling i vækst. Du bliver en del af en virksomhed i vækst, med store frihedsgrader. Det betyder i praksis, at der ikke er nogen indblanding i, hvordan afdelingen køres, så længe det er inden for de aftalte rammer.",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458177
Støt borgere i at finde deres rette hylde som jobtræner hos Team Virksomhedsservice,"Jeg sætter pris på at have stor indflydelse på at forme min egen hverdag og arbejdsidentitet. Som jobtræner er jeg med til at få tingene til at fungere på en meget hands-on og personlig måde, og så er min tro på borgeren og matchet med virksomheden en stor drivkraft, som er med til at gøre mit arbejde meningsfuldt.",2024-04-08,Thisted,https://www.jobindex.dk/vis-job/h1458175
Studentermedhjælp til Trafiksikkerheds- og Skolevejsteamet,"Interesserer du dig for København – for veje og trafik? Interesserer du dig for, hvordan vi sammen kan gøre byen mere sikker, tryg og lettere fremkommelig, samt for det politiske arbejde i en kommunal forvaltning?",2024-04-08,København S,https://www.jobindex.dk/vis-job/h1458174
Tekniker med håndværksmæssig baggrund,"Du har en vigtig rolle i virksomheden i at sikre, at vores produktionsapparat kører optimalt.",2024-04-08,Herning,https://www.jobindex.dk/vis-job/h1458170
Økonomikonsulent,Er du en skarp økonomikonsulent med øje for det digitale?,2024-04-08,Thisted,https://www.jobindex.dk/vis-job/h1458168
Senior Service Advisor (Barselsvikar) - Gentofte,"Som Senior Service Advisor er du nøglepersonen i at sikre, at varehuset fungerer effektivt og opretholder et højt serviceniveau. Du arbejder tæt sammen med din afdelingsleder for at implementere Elgigantens strategier i varehuset.",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458167
Kunderådgivere til studiegældsområdet i Frederikshavn,Kan du bidrage til de gode kundeoplevelser?,2024-04-08,Frederikshavn,https://www.jobindex.dk/vis-job/h1458160
Operatør til nathold - Esbjerg Mejeri,"Du bliver en del af et team på 10-30 kolleger, der fremstiller nogle af fremtidens produkter, herunder plantebaserede drikke og langtidsholdbare mejeriprodukter som fx Matilde Kakao, Starbucks-produkter samt Karolines supper og saucer.",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458153
Distriktschef til Netto - Århus-området,"Som distriktschef spiller du en nøglerolle i Nettos fremtid og bliver ansvarlig for ca. 10 butikker, som du leder med udgangspunkt i vores unikke ramme for god lederadfærd.",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458146
Afdelingschef til BAUHAUS Viby J,"Forestil dig at starte dagen med at træde ind i et byggevarehus, hvor duften af frisk savsmuld møder dig, og Danmarks største udvalg byder dig velkommen.",2024-04-08,Viby J,https://www.jobindex.dk/vis-job/h1458144
Elektriker/Automatiktekniker - Slagelse Mejericenter,"Har du sans for fejlfinding på proces- og automationsudstyr, og vil du have indsigt i en masse forskellige maskiner? Så er du måske vores nye kollega i teknisk afdeling. ",2024-04-08,Slagelse,https://www.jobindex.dk/vis-job/h1458143
Teamleder til Bygningsdrift hos Teknik- og Miljøforvaltningen i København,Har du erfaring med og visioner for effektiv bygningsdrift og en attraktiv fysisk arbejdsplads til gavn for organisationen? Har du talent for ledelse og et stort overblik?,2024-04-08,København S,https://www.jobindex.dk/vis-job/h1458142
Reparatør/vedligeholdstekniker - Slagelse Mejericenter,"Har du sans for fejlfinding på mekanisk- og automationsudstyr, kan du lide højt tempo, varierende udfordringer og vil du have indsigt i en masse forskellige maskiner og processer så er du måske vores nye vedligeholdstekniker.",2024-04-08,Slagelse,https://www.jobindex.dk/vis-job/h1458141
Ferieafløsere til nat-ekspedition på Arla Foods friskvareterminal - Slagelse Distribution,"Slagelse Mejericenter er en spændende mejerivirksomhed, der producerer og leverer ca. 45 % af Arlas friskmælksprodukter til de danske kunder.",2024-04-08,Slagelse,https://www.jobindex.dk/vis-job/h1458140
Student Assistant in Public Affairs – help us drive the political dialogue in Denmark,Would you like to work with public affairs within energy and climate?,2024-04-08,Copenhagen,https://www.jobindex.dk/vis-job/h1458139
Servicekoordinator,Drømmer du om at være med til at udvikle den grønne omstilling? ,2024-04-08,Balle,https://www.jobindex.dk/vis-job/h1458092
Bliv privat lektiehjælper – et unikt studiejob eller deltidsjob," Vi søger studerende på videregående uddannelser, unge på sabbatår samt ældre erfarne lærere.",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1458003
Marketing & Campaign Lead,"Du bliver hjernen bag at bringe vores ideer til virkelighed gennem din evne til at nytænke, planlægge og eksekvere vores kampagner, i samarbejde med vores bureauer.",2024-04-08,Kolding,https://www.jobindex.dk/vis-job/h1457965
Landinspektør / planlægger med VE-interesse,"Har du en uddannelse med fokus på at forme blandt andet landområder, så kunne dette job meget vel være skræddersyet til dig.",2024-04-08,Aalborg SV,https://www.jobindex.dk/vis-job/h1457617
Statsautoriseret revisor med lyst til nøglerolle og indflydelse,"Har du lyst til en rolle, hvor du både er dine kunders betroede rådgiver og det faglige fyrtårn, som mange kolleger læner sig opad? Kunne du samtidig tænke dig en hverdag i en virksomhed, hvor du ikke bare er et lille tandhjul i en kæmpe maskine? En virksomhed, hvor du tværtimod du spiller en afgørende rolle? En virksomhed, hvor du også har mulighed for både at udfolde dig bredt og dyrke faglige specialinteresser?",2024-04-08,Aalborg SV eller Hobro,https://www.jobindex.dk/vis-job/h1457616
Revisor,"Ligger din faglige interesse og erfaring inden for regnskabsbaseret rådgivning, og kunne du tænke dig et job, hvor du kan få opfyldt dine ambitioner og gå glad på arbejde, så er det nu, du skal slå til.",2024-04-08,Aalborg SV,https://www.jobindex.dk/vis-job/h1457614
"Økonomiassistenter, der brænder for tal og kundeservice","Dit nye job handler om at hjælpe regionens landmænd med at holde styr på økonomien. Omdrejningspunktet er deres regnskaber og bogføring. Du får på sigt din egen portefølje af kunder, og du er så deres uundværlige kontaktperson og problemknuser i dagligdagen. ",2024-04-08,Aalborg SV eller Hobro,https://www.jobindex.dk/vis-job/h1457612
Planteavlskonsulent – salgsafgrøder for store planteavlere,"Har du en videregående uddannelse med vægt på planteavl? Kan du samtidig lide at se din personlige indsats blive forvandlet til synlige og målbare resultater hos kunderne, så er dette job skræddersyet til dig. ",2024-04-08,Hobro,https://www.jobindex.dk/vis-job/h1457610
Erfaren journalist med indsigt eller interesse for landbruget,"Brænder du for at finde og pitche den gode historie, og kender du pressen? Har du øje for detaljen og trives med at have fart på? Er du blandt de dygtigste indenfor dit felt?",2024-04-08,Aalborg SV,https://www.jobindex.dk/vis-job/h1457607
Vårdadministratör till Althea Care i Köpenhamn,"I rollen som vårdadministratör ingår patientadministrativa arbetsuppgifter så som exempelvis att kalla patienten till besök, posthantering, telefonservice, stötta vår kliniska personal i det dagliga arbetet och övriga administrativa uppgifter. Du ska ha möjlighet att arbeta på plats på vår mottagning i Köpenhamn men det kommer även finnas viss möjlighet till distansarbete.",2024-04-08,København K,https://www.jobindex.dk/vis-job/h1457580
Salgstrainees med speciale i byggematerialer eller værktøj,"Vil du arbejde i en international og markedsledende virksomhed, hvor du bliver taget alvorligt, hvor faglighed bliver vægtet højt og hvor du som salgstrainee får indflydelse på din egen fremtid?",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1433450
Chaufførelever,"Vil du arbejde i en international og markedsledende virksomhed, hvor du bliver taget alvorligt, og hvor faglighed bliver vægtet højt? Så er dette din mulighed for at kickstarte din karriere i STARK som chaufførelev. ",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1433379
Lager- og logistikelever,"Vil du arbejde i en international og markedsledende virksomhed, hvor du bliver taget alvorligt, og hvor faglighed bliver vægtet højt?",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1433350
"Elev med speciale i glas, porcelæn og gaver","Er du vild med smarte gadgets, lækkert boliginteriør og knivskarpt køkkengrej? Og er du klar til at zoome ind på en ret cool fremtid: en elevtid, der kombinerer fællesskab, læring og din personlige udvikling?",2024-04-08,unknown,https://www.jobindex.dk/vis-job/h1433325
Driftsleder til ledelse af afdelingen Lager og Plads hos Frederiksberg Kommunes Gartner- og Vejservice,"Lager og Plads spiller en uundværlig rolle i Frederiksberg Kommunes Gartner- og Vejservices (FGV) drift, da afdelingen sørger for, at alle andre afdelinger har, hvad de skal bruge for at kunne lave arbejdet ude i byen.",2024-04-07,Frederiksberg,https://www.jobindex.dk/vis-job/h1457719
Vi søger sygeplejersker og jordemødre i både Danmark og Norge,"Uanset om du er jordemoder eller sygeplejerske har vi spændende vagter over hele Danmark og i hele Norge. Grib chancen og tag på et arbejdseventyr, der styrker både faglighed og økonomi. ",2024-04-07,unknown,https://www.jobindex.dk/vis-job/h1365788
Personalejurister til individuel arbejdsret og rådgivning,Har du lyst til at rådgive Skatteministeriets ledere i sygefraværs- og personalesager? Brænder du for den individuelle arbejdsret og vil du være en del af et fagligt stærk team? Så er du forhåbentlig en af vores to nye kolleger i HR Jura.,2024-04-06,Herning eller Taastrup,https://www.jobindex.dk/vis-job/h1456863
Operations & Logistics Coordinator,"Er du en skarp koordinator med et godt overblik og sans for detaljen? Så er det måske dig, vi leder efter til rollen som Operations & Logistics Coordinator, hvor du sammen med dine kolleger sikrer, at ordrerflowet forløber gnidningsfrit og servicerer vores kunder på bedste vis.",2024-04-06,Aarhus C,https://www.jobindex.dk/vis-job/h1450150
Wind Turbine Aerodynamics Specialist,Can you take aerodynamic blade design to the next level?,2024-04-06,Aarhus N,https://www.jobindex.dk/vis-job/h1442424
Skoleoplæringsinstruktør til kontor- og handelsuddannelser,Vil du være med til at uddanne fremtidens medarbejdere inden for kontor- og handelsbranchen?,2024-04-05,Randers NØ,https://www.jobindex.dk/vis-job/h1458137
Kontorchef til Center for Vand,"Trives du i et stærkt fagligt miljø, hvor du bliver udfordret, og hvor ledelse står højt på dagsordenen? ",2024-04-05,Valby,https://www.jobindex.dk/vis-job/h1458136
Technical Documentation Specialist,"Du står i spidsen for at udarbejde og udvikle manualer, teknisk dokumentation, risikovurderinger og CE-mærkninger til vores projekter og produkter. Du sikrer, at materialet formidles let og lækkert til vores kunder.",2024-04-05,Mariager,https://www.jobindex.dk/vis-job/h1458135
Brobetjent til Jernbanebroen over Limfjorden,Kan du selvstændigt betjene Jernbanebroen over Limfjorden?,2024-04-05,Aalborg,https://www.jobindex.dk/vis-job/h1458134
Jurist til at sikre vores vandmiljø,"Motiveres du af at arbejde med højpolitiske dagsordner og kompleks jura, og vil du hjælpe regeringen med at realisere den grønne dagsorden og forbedre vandmiljøet?",2024-04-05,København K,https://www.jobindex.dk/vis-job/h1458133
Business Administrator,"Har du solid økonomierfaring, og ønsker du at indgå i en stilling, hvor du får en bred snitflade? Sætter du en ære i at supportere og bidrage til at udvikle forretningen? Trives du samtidig med at være virksomhedens go-to-person? Ønsker du tilmed en spændende hverdag med stor indflydelse, mulighed for udvikling, gode kolleger og en fast base i Hedensted?",2024-04-05,Hedensted,https://www.jobindex.dk/vis-job/h1458131
Kommunikationskonsulent,"Kan du engagere danskerne med din kommunikation, så de får lyst til at leve hjernesundt? Og er du interesseret i at samle danskerne om digitale foredrag? Så er det dig, vi mangler i vores kommunikationsteam.",2024-04-05,København K,https://www.jobindex.dk/vis-job/h1458129
Skurets Vinsalg på Langelinie søger servicemindet og vin-interesseret vært,"Til Københavns nye GO TO destination ”Langelinieskuret”, hvor vi snart åbner Skurets Vinsalg, søger vi en servicemindet og vin-interreseret sælgende vært.",2024-04-05,København Ø,https://www.jobindex.dk/vis-job/h1458128
Elektrisk Maskintekniker,,2024-04-05,Hedensted,https://www.jobindex.dk/vis-job/h1458127
"Product Development and Procurement Assistant til Nilens Jord, Flora Danica Parfums og Miild Beauty hos Grænn",Du bliver en del af et team med holdningen: intet er umuligt – det er bare ikke gjort endnu.,2024-04-05,Farum,https://www.jobindex.dk/vis-job/h1458126
Senior Business Controller (Aalborg),We build a green future together with someone who can:,2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458125
Senior Financial Controller,Vil du være en nøglerolle i at optimere regnskabsafdelingens performance og samtidig udforske nye muligheder inden for controlling og økonomistyring?,2024-04-05,Middelfart eller Ballerup,https://www.jobindex.dk/vis-job/h1458123
Fire Safety Engineer,"As our new Fire Safety Engineer, you will take part in many projects needing fire simulations to quantify the effects of fires on evacuation times, structures, or the space around. You will be part of project teams working either for a client or within a consortium in an R&D project.",2024-04-05,Hvidovre,https://www.jobindex.dk/vis-job/h1458121
Grafisk Designer med kærlighed til beauty hos Nilens Jord og Miild,Nilens Jord og Miild Beauty er begge midt i en større rebranding i samarbejde med nogle af de bedste designbureauer og fotografer på markedet.,2024-04-05,Farum,https://www.jobindex.dk/vis-job/h1458117
Assisterende Investeringsspecialist,"Du skal bidrage til, at kunderne får den bedste oplevelse. Det gør du ved at levere de løsninger, som vi har stillet kunden i udsigt, i høj kvalitet og til tiden. Vi ser gerne, at du er frisk på at guide kunderne på plads, så tingene lander rigtigt.",2024-04-05,Aars,https://www.jobindex.dk/vis-job/h1458116
Head of Marketing med strategisk erfaring,Vil du være med til at forme Witts fremtid som førende brandhouse?,2024-04-05,Herning,https://www.jobindex.dk/vis-job/h1458113
Kølemontør / Servicemontør til varmepumper - Sjælland,Servicemontør søges til primært at udføre servicebesøg på Luft til Luft varmepumper og måske lejlighedsvis fejlfinding hos vores varmepumpekunder på Sjælland.,2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458112
"Leder, Chapter Lead til prisområdet","Motiveres du af at lede, udvikle og skabe engagement hos medarbejdere i en agil organisation, og har du interesse og erfaring indenfor Prisområdet?",2024-04-05,Silkeborg,https://www.jobindex.dk/vis-job/h1458111
Bogholder søges,3-4 dages stilling.,2024-04-05,Risskov,https://www.jobindex.dk/vis-job/h1458109
Studentermedhjælper til spændende og alsidige opgaver,,2024-04-05,Frederiksberg C,https://www.jobindex.dk/vis-job/h1458108
Forretningsudvikler indenfor prisområdet,"Har du interesse i at arbejde med prissætning, dataanalyse, lovgivning og med at omsætte forretningens ønsker til konkrete løsninger?",2024-04-05,Silkeborg,https://www.jobindex.dk/vis-job/h1458107
Autoriseret VVS teknikker til service på luft/vand varmepumper,"Vi søger en Autoriseret VVS, der vil køre service på luft/vand varmepumper landsdækkende, med medbestemmelse i arbejdets fordeling og vi har et team der booker og sørger for du egentligt bare skal nyde din dag ude hos kunderne og en tæt kommunikation med vores team.",2024-04-05,Risskov,https://www.jobindex.dk/vis-job/h1458106
Faglig koordinator til Analyseteamet i Policy & Analyse,"Trives du i rollen som faglig koordinator for et team, hvor du både kan anvende dine analytiske og formidlingsmæssige kompetencer? Brænder du for at udvikle universitetet gennem data og analyser?",2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458104
Økonomimedarbejder/Financial controller,Bliv en central del af en mellemstor virksomhed med opgaver primært indenfor full-service administration af ejer- og andelsboligforeninger samt det almene boligområde.,2024-04-05,København K,https://www.jobindex.dk/vis-job/h1458102
Project Leader – process/hydrogen safety,Do you want to apply your skills to promote a fast and safe transition of the energy and transportation sectors away from carbon-based fuels?,2024-04-05,Hvidovre,https://www.jobindex.dk/vis-job/h1458101
Områdechef for Banedanmarks entrepriseledelse,"I Banedanmark søger vi en områdechef til Udførelse, som kan stå i spidsen for entrepriseledelsen af vores fornyelses- og anlægsprojekter. ",2024-04-05,København V,https://www.jobindex.dk/vis-job/h1458100
Head of Facility Management,"twoday Danmark søger en erfaren chef for vores Facility-område til at varetage ledelsen af vores faciliteter samt de interne servicefunktioner på tværs af landet. Du vil være med til at skabe grundlaget for en hverdag for vores kolleger og kunder, hvor samarbejde, gode kundeoplevelser og ikke mindst fællesskabet trives.",2024-04-05,København,https://www.jobindex.dk/vis-job/h1458099
Ultralydsmåleoperatør – et spændende job i sporet,"Har du interesse for jernbane og vil du arbejde i en stor og spændende organisation, hvor du sammen med engagerede kollegaer bidrager til at udvikle og vedligeholde en sikker, effektiv og grøn jernbane? ",2024-04-05,Roskilde eller Ringsted,https://www.jobindex.dk/vis-job/h1458097
Butikschef til Odense,"Butikschef, der brænder for salg, motivation og ledelse",2024-04-05,Odense NV,https://www.jobindex.dk/vis-job/h1458096
Ergoterapeut til hverdagsrehabilitering,Som ergoterapeut i vores hverdagsrehabiliteringsteam vil du blive ressourceperson i et hjemmeplejedistrikt.,2024-04-05,Hørsholm,https://www.jobindex.dk/vis-job/h1458093
Sagskoordinator/administrativ Trainee,"EDC Domus i Vejle søger en frisk og livsglad person til varetagelse af den administrative sagsgang ved en bolighandel. Dette er alt fra førsalg, købsaftaler, eftersalg, annoncering, SoMe mv.",2024-04-05,Vejle,https://www.jobindex.dk/vis-job/h1458091
"Eftermarkedsassistent søges til MTH Biler, Toyota i Randers","Har du lyst til at blive en del af MTH Biler - en Toyota-forhandlerkæde, hvor god kundeservice og kvalitet altid er i højsædet? Så er du muligvis vores nye medarbejder, der i samarbejde med det resterende team skal bidrage til høj effektivitet på tværs af forretningen.",2024-04-05,Randers SØ,https://www.jobindex.dk/vis-job/h1458089
Product Owner,"Har du erfaring som Product Owner, projektleder og/eller leder, og vil du prøve kræfter med at sikre at processerne og kvaliteten af vores nye kernesystem bliver endnu bedre, så er det nu, du skal gribe chancen.",2024-04-05,Ballerup,https://www.jobindex.dk/vis-job/h1458088
Marketingassistent,"Til vores hovedkontor i Glostrup søger vi en glad og frisk marketingassistent, gerne med erfaring fra en lignende stilling indenfor B2B- og marketingsupport. Tiltrædelse snarest muligt, men hvis du er den rette kandidat, venter vi også gerne på dig!",2024-04-05,Glostrup,https://www.jobindex.dk/vis-job/h1458087
Analytiker - rapportering,Vil du have indflydelse på forretningskritisk niveau og være med til at bygge investeringsrapportering op?,2024-04-05,Ballerup,https://www.jobindex.dk/vis-job/h1458086
Tilsynsførende til Spildevand Drift,,2024-04-05,Herlev,https://www.jobindex.dk/vis-job/h1458085
Content creator til dynamisk gazellevirksomhed,"Er Instagram, Facebook, Pinterest og LinkedIn din naturlige hjemmebane, og er du sikker i produktion af content på såvel skrift, i billeder og video?",2024-04-05,Kolding,https://www.jobindex.dk/vis-job/h1458084
Kundeorienteret fjernvarmetekniker søges til Silkeborg Varme,Vil du bringe fjernvarmen ind over dørtærsklen hos potentielt nye forbrugere?,2024-04-05,Silkeborg,https://www.jobindex.dk/vis-job/h1458083
Maskinarbejdere/industriteknikere med hurtig opstart,"Vi har travlt i vores værksted for hydraulikreparationer, og vi søger derfor to maskinarbejdere/ industriteknikere til vores værksted.",2024-04-05,"Aalborg Øst, Svenstrup J",https://www.jobindex.dk/vis-job/h1458082
